Company_ID,Ownership_Type,Internal_Control_Score,Effective_Tax_Rate,Audit_Likelihood,Offshore_Transactions,Previous_Fines,Board_Independence,Revenue,Profit_Before_Tax,Leverage_Ratio,Market_Region,Governance_Score,Restatement_History,Whistleblower_Reports,Tax_Risk_Score
C6759,Foreign Subsidiary,74,14.0,0.33,5,1998331,31,304243673,156638021,1.78,EU,61,0,0,High
C6760,Private,58,34.86,0.6,7,4388386,71,154126483,50553505,0.67,Middle East,31,0,2,High
C6761,Public,45,14.79,0.82,6,1083053,85,596971953,156343782,0.18,Asia,85,0,4,High
C6762,Public,58,33.09,0.48,9,2105129,84,865711519,25022813,3.2,Asia,75,1,1,High
C6763,Public,98,16.77,0.74,3,1320428,65,903903520,108729309,1.27,EU,58,1,1,High
C6764,Foreign Subsidiary,92,18.17,0.02,6,2958534,29,781061498,82109909,4.3,South America,93,0,2,High
C6765,Private,91,28.91,0.93,7,4913328,38,34403603,20378389,1.62,EU,31,0,3,High
C6766,Public,90,7.81,0.77,4,2522007,39,432677678,3772484,2.77,EU,66,1,0,High
C6767,Public,47,10.47,0.39,7,2963663,48,108134523,119657704,1.18,Asia,91,0,4,High
C6768,Public,53,34.22,0.38,4,183876,86,790865738,88057912,1.01,South America,81,1,1,High
C6769,Public,49,20.18,0.1,7,4833413,41,611277166,35793375,4.73,South America,92,0,3,High
C6770,Private,42,6.33,0.82,6,3401592,75,761274995,79179435,3.42,Middle East,40,0,1,High
C6771,Foreign Subsidiary,77,6.42,0.77,5,1198594,42,209204297,79356770,4.75,EU,96,1,1,High
C6772,Private,68,32.22,0.63,5,1757705,59,102603498,63021546,1.08,Middle East,78,0,1,High
C6773,Public,54,31.2,0.1,11,2527767,66,885289446,124364151,3.77,North America,99,0,3,High
C6774,Private,62,18.75,0.26,5,2860371,82,710502618,95775272,1.2,Asia,65,0,3,High
C6775,Public,62,9.9,0.46,4,4803039,57,750775015,128851252,3.77,North America,54,0,1,High
C6776,Foreign Subsidiary,57,29.91,0.27,2,4023517,28,203707681,73308659,4.17,North America,38,1,1,High
C6777,Foreign Subsidiary,85,14.74,0.43,2,2852674,69,783751779,196557707,1.15,North America,39,0,2,High
C6778,Foreign Subsidiary,58,17.57,0.23,4,2422019,80,299252919,70030895,1.9,South America,30,1,1,High
C6779,Public,67,25.47,0.35,6,2167986,80,715403219,56645202,3.07,Middle East,33,1,1,High
C6780,Private,65,15.6,0.65,5,2041347,42,275692397,50581109,4.56,Middle East,55,0,1,High
C6781,Foreign Subsidiary,49,23.86,0.89,6,885542,45,444926852,57548313,0.23,EU,82,0,5,High
C6782,Public,86,31.56,0.39,5,135368,22,967664009,116611658,2.84,EU,52,0,3,Medium
C6783,Public,43,28.92,0.69,7,2377757,85,294931326,35341046,0.77,EU,97,0,4,High
C6784,Private,94,16.45,0.13,7,4689368,55,149241823,171064230,2.18,North America,31,0,2,High
C6785,Foreign Subsidiary,41,13.64,0.54,2,2038259,64,122207207,133236267,2.72,Asia,30,0,3,High
C6786,Public,42,13.57,0.92,10,3427576,65,495807975,17838642,3.97,Asia,38,0,2,High
C6787,Private,46,15.46,0.03,6,1879609,84,988744500,102841422,4.99,Asia,88,0,3,High
C6788,Foreign Subsidiary,94,19.81,0.27,6,4041098,54,108772060,130171156,2.84,Middle East,82,0,3,High
C6789,Private,55,17.5,0.13,5,2263657,35,618602287,198374420,2.21,South America,71,0,1,High
C6790,Private,70,8.99,0.53,5,2241368,66,978364501,135787157,2.59,Asia,54,0,2,High
C6791,Public,49,9.9,0.68,10,445204,40,326344456,73591135,3.05,Asia,39,0,4,High
C6792,Public,58,15.29,0.06,3,672240,28,395711617,188795153,0.51,South America,46,0,3,High
C6793,Public,67,21.86,0.07,7,3721417,27,421528076,55918701,0.45,EU,34,0,0,High
C6794,Private,56,22.78,0.87,5,4190306,66,498587746,121622328,1.79,Middle East,42,0,3,High
C6795,Public,67,19.59,0.46,5,3860896,61,265071450,94328316,0.39,Middle East,62,0,2,High
C6796,Private,58,27.16,0.46,4,1211422,30,888893694,134020070,2.53,South America,92,0,2,High
C6797,Private,76,27.12,0.94,3,3682114,76,371863736,67340250,1.36,North America,90,1,0,High
C6798,Public,62,17.83,0.32,6,3522544,59,751575517,107398910,0.36,Middle East,51,0,1,High
C6799,Foreign Subsidiary,59,8.73,0.9,8,4538234,53,631454556,95691273,0.35,North America,79,0,3,High
C6800,Foreign Subsidiary,52,20.91,0.97,5,4208812,23,898445282,45216581,2.11,EU,41,0,1,High
C6801,Foreign Subsidiary,52,16.44,0.24,5,4793510,69,174972772,137984029,1.72,Middle East,48,0,3,High
C6802,Private,82,9.14,0.51,6,4815446,67,650164018,139094403,4.09,Middle East,35,0,1,High
C6803,Private,50,34.45,0.53,2,3180532,26,836427225,52419461,0.74,EU,85,0,4,High
C6804,Private,87,16.09,0.87,4,1080536,61,684998467,50202243,0.23,Asia,33,0,1,High
C6805,Public,54,23.77,0.3,7,2413708,84,553252258,130465460,0.4,Asia,54,1,2,High
C6806,Private,56,19.7,0.8,7,291712,69,33669833,63210847,1.73,EU,48,1,1,High
C6807,Public,93,9.28,0.97,7,1626721,65,315994835,43031411,3.07,South America,83,0,0,High
C6808,Public,89,6.67,0.84,3,3907740,61,125296816,180497230,2.55,North America,39,0,2,High
C6809,Foreign Subsidiary,67,23.77,0.91,7,1669505,43,39918075,194644176,2.89,South America,47,0,1,High
C6810,Foreign Subsidiary,58,12.41,0.71,7,1263415,29,190592055,39598212,3.17,South America,32,0,9,High
C6811,Foreign Subsidiary,43,12.31,0.9,3,4801248,45,334101833,52707197,1.62,Middle East,66,0,3,High
C6812,Public,61,33.71,0.16,1,3995485,21,730647901,149121745,4.55,North America,91,0,2,High
C6813,Public,61,18.85,0.71,3,474920,89,705296847,140291998,0.14,South America,96,0,2,Medium
C6814,Public,94,5.88,0.73,4,3741144,80,565620934,110490857,0.98,Asia,63,1,0,High
C6815,Private,76,15.2,0.44,6,4072928,77,33741749,146887208,3.27,South America,36,0,0,High
C6816,Public,78,22.53,0.08,4,2556339,70,870555350,178023733,4.87,Asia,54,0,1,High
C6817,Foreign Subsidiary,73,14.86,0.62,6,306167,65,263180647,182220342,0.85,Asia,98,1,0,High
C6818,Foreign Subsidiary,72,5.81,0.05,6,2236575,22,643664704,138846163,3.56,North America,49,0,2,High
C6819,Public,83,18.33,0.38,4,2149185,69,668624454,3744073,1.31,Middle East,30,0,4,High
C6820,Public,81,8.18,0.39,4,4042808,55,447755453,186330577,1.08,Asia,45,0,1,High
C6821,Foreign Subsidiary,79,23.57,1.0,6,2346045,71,201165928,108945892,1.59,EU,58,0,1,High
C6822,Public,72,23.59,0.3,8,3066842,63,393114755,122509394,0.93,Middle East,88,0,3,High
C6823,Foreign Subsidiary,51,6.13,0.82,7,1644006,33,468293953,109492110,2.67,EU,54,0,2,High
C6824,Private,41,13.72,0.05,10,4764294,85,495349840,169883888,4.74,Asia,44,1,3,High
C6825,Foreign Subsidiary,98,17.41,0.53,3,358466,68,242812199,88109185,4.62,Asia,64,0,0,Medium
C6826,Private,67,21.51,0.54,4,1354529,89,356683976,59958539,2.72,North America,99,0,2,High
C6827,Public,49,13.88,0.63,2,1355880,46,793141706,167118375,3.73,EU,62,0,2,High
C6828,Public,61,13.63,0.81,6,2337622,89,595898475,1422150,1.07,South America,60,0,0,High
C6829,Private,56,34.49,0.76,2,4541508,21,16352658,172759966,2.83,South America,80,1,3,High
C6830,Public,65,6.26,0.76,4,4834666,66,355119351,157537846,3.9,Middle East,32,0,1,High
C6831,Private,42,34.67,0.43,1,2737313,79,289655373,33660652,1.68,Middle East,30,0,3,High
C6832,Public,46,6.43,0.73,4,2819370,29,512461710,147404632,1.12,Asia,87,0,1,High
C6833,Foreign Subsidiary,83,13.65,0.49,4,2809364,80,887032046,4599113,1.52,EU,63,0,2,High
C6834,Public,47,19.81,0.07,6,4871691,59,997069306,166700172,1.45,North America,69,0,4,High
C6835,Foreign Subsidiary,59,9.3,0.89,6,990894,24,571032571,72805713,1.43,North America,59,0,2,High
C6836,Foreign Subsidiary,51,9.05,0.89,7,3933552,33,728598880,39035769,0.42,Middle East,69,0,3,High
C6837,Private,74,12.69,0.32,4,3382741,89,278210295,147256540,2.54,South America,99,0,4,High
C6838,Public,56,34.21,0.91,4,4425057,86,656987585,36528205,0.88,Asia,43,1,2,High
C6839,Private,67,16.4,0.76,10,502070,42,282581825,164659653,4.5,Asia,86,0,1,Medium
C6840,Public,80,21.98,0.4,2,2527680,84,541347707,47281994,4.03,South America,41,0,2,High
C6841,Foreign Subsidiary,49,26.13,0.33,5,4724496,57,227391699,199262103,4.56,EU,81,0,2,High
C6842,Foreign Subsidiary,61,27.27,0.98,4,1310489,33,118227897,44504296,4.38,South America,34,0,0,High
C6843,Public,77,25.64,0.71,4,4853598,38,679814870,132945733,1.85,Middle East,52,0,3,High
C6844,Public,96,15.11,0.38,6,2044262,28,468223889,37669925,3.89,South America,90,0,3,High
C6845,Private,72,8.35,0.64,7,912228,52,997070301,58823716,2.54,Asia,67,0,7,High
C6846,Public,61,13.45,0.57,5,3988327,52,687200788,187893481,1.35,North America,34,0,1,High
C6847,Public,83,11.31,0.52,2,3415200,64,621363299,118943990,1.87,EU,97,0,1,High
C6848,Public,76,9.09,0.64,5,3539419,58,32262069,103419816,2.9,Middle East,39,0,4,High
C6849,Private,52,5.73,0.54,10,4306787,52,73673464,65404991,4.24,North America,82,0,0,High
C6850,Public,66,33.07,0.65,5,575998,23,389460944,48430255,0.16,South America,92,0,3,Medium
C6851,Foreign Subsidiary,54,32.63,0.91,6,1878984,45,707807420,61175152,2.26,North America,49,0,3,High
C6852,Private,61,6.51,0.99,0,2941424,44,501496535,171257215,0.13,EU,91,0,4,High
C6853,Private,69,10.19,0.71,3,781362,52,315945765,48720575,1.51,EU,41,0,3,Medium
C6854,Foreign Subsidiary,82,9.19,0.93,10,1180449,37,862689027,167880611,2.11,EU,86,0,0,High
C6855,Foreign Subsidiary,79,13.44,0.86,4,261800,48,14690696,55334358,2.38,Asia,82,1,1,High
C6856,Foreign Subsidiary,76,11.12,0.3,4,4613598,27,556453856,102862763,3.73,EU,57,0,0,High
C6857,Public,73,33.38,0.93,8,4990245,68,787685240,36355154,3.69,Middle East,64,0,1,High
C6858,Foreign Subsidiary,83,7.53,0.07,6,1490346,85,417157153,170289723,1.63,South America,98,0,0,High
C6859,Public,99,11.35,0.33,3,812267,87,877594220,198593189,1.9,Middle East,86,0,3,Medium
C6860,Private,73,7.42,0.64,5,4520912,66,101682165,166528142,1.37,South America,31,1,1,High
C6861,Private,97,34.41,0.53,8,4371833,58,238790879,92707388,2.02,Asia,45,1,0,High
C6862,Foreign Subsidiary,87,32.55,0.54,8,227915,83,849178746,177434810,1.76,Asia,84,0,1,Medium
C6863,Public,92,26.5,0.79,4,2492378,31,710708551,101601372,3.36,Middle East,77,0,1,High
C6864,Foreign Subsidiary,74,17.78,0.19,4,1543488,55,50980017,1863259,0.74,EU,45,0,5,High
C6865,Foreign Subsidiary,81,10.71,0.98,7,1034215,33,930466555,133745909,0.24,Asia,95,0,3,High
C6866,Public,58,11.64,0.44,3,937019,70,503376462,170026717,0.2,South America,56,0,1,High
C6867,Foreign Subsidiary,47,18.29,0.95,5,1593568,74,651650494,29987483,4.83,South America,33,1,0,High
C6868,Private,78,28.05,0.38,4,4976396,47,690967006,131620575,1.31,Middle East,71,0,5,High
C6869,Foreign Subsidiary,72,12.94,0.6,3,903978,62,170581375,44719181,3.69,Middle East,55,0,4,Medium
C6870,Public,83,14.32,0.45,2,664283,39,461863748,108762894,3.63,EU,96,0,0,Medium
C6871,Public,67,23.0,0.68,2,473337,32,371380201,94041550,4.2,EU,98,0,2,Medium
C6872,Private,76,12.13,0.18,6,3761875,65,598579369,107762978,2.0,Middle East,98,0,0,High
C6873,Public,87,22.53,0.4,6,2921892,64,834317916,169868048,3.28,North America,84,0,0,High
C6874,Public,64,16.61,0.07,4,2401235,49,535098061,120527016,1.88,North America,62,0,3,High
C6875,Private,75,6.03,0.6,1,3323286,67,943763443,58622891,1.25,South America,35,0,1,High
C6876,Foreign Subsidiary,56,17.08,0.96,6,3338562,36,40279028,189349867,4.93,EU,87,0,1,High
C6877,Private,63,32.59,0.05,8,4020558,63,222674683,58501080,4.53,North America,60,0,0,High
C6878,Foreign Subsidiary,60,13.79,0.66,3,53869,62,894463599,118166898,2.37,EU,69,0,4,Medium
C6879,Private,41,14.68,0.78,6,2949700,83,455022297,177447791,3.08,South America,97,0,2,High
C6880,Foreign Subsidiary,70,6.98,0.21,4,2066529,20,775360531,190828319,4.85,Asia,30,0,0,High
C6881,Private,83,23.45,0.27,2,2386169,68,704771806,22753469,1.78,Middle East,40,0,2,High
C6882,Foreign Subsidiary,72,30.48,0.2,2,3597798,38,157501362,116888740,4.22,EU,38,0,3,High
C6883,Private,69,15.59,0.3,4,2593658,31,978125667,72513503,2.04,South America,37,0,1,High
C6884,Foreign Subsidiary,51,12.21,0.11,10,835769,47,207139162,11595716,4.38,North America,37,0,2,High
C6885,Private,83,33.7,0.37,4,1443558,50,831411236,163985428,2.48,South America,50,0,0,High
C6886,Public,51,27.35,0.37,3,445943,79,676627902,87946268,2.71,EU,34,0,1,High
C6887,Foreign Subsidiary,90,22.01,0.81,4,4699949,72,510631840,140549345,3.81,South America,76,1,4,High
C6888,Private,96,14.17,0.8,6,4501934,72,726685084,182624367,4.42,Middle East,83,1,1,High
C6889,Foreign Subsidiary,88,11.62,0.8,1,2574096,30,560295834,114449141,1.4,South America,79,0,1,High
C6890,Foreign Subsidiary,91,26.47,0.57,4,4474248,31,126868035,10886775,3.79,South America,73,0,2,High
C6891,Private,63,20.65,0.33,5,3263197,77,103075338,141914249,4.75,Middle East,67,0,2,High
C6892,Foreign Subsidiary,63,20.62,0.41,7,509679,66,274892824,3646409,0.21,South America,72,0,2,Medium
C6893,Private,97,7.21,0.32,7,887757,82,619281348,150873967,0.87,EU,31,0,3,High
C6894,Public,99,20.37,0.58,5,3514560,28,217492865,72868531,1.84,North America,56,1,2,High
C6895,Foreign Subsidiary,50,29.68,0.94,1,3895225,33,474797927,153731436,3.95,North America,68,0,2,High
C6896,Public,52,33.4,0.28,6,1157313,86,96359180,84535262,2.97,North America,48,0,1,High
C6897,Foreign Subsidiary,66,8.2,0.46,7,1036076,26,734326199,56011824,4.62,Middle East,41,0,9,High
C6898,Foreign Subsidiary,47,23.93,0.66,5,2872359,25,409213018,157412276,2.37,Middle East,38,0,3,High
C6899,Foreign Subsidiary,49,22.05,0.84,6,1614140,54,105960762,106168115,2.55,Middle East,76,0,3,High
C6900,Private,47,31.71,0.25,2,4643831,74,506062118,54554230,2.85,EU,83,0,3,High
C6901,Public,59,27.54,0.28,8,505001,47,714669072,63040431,4.54,Asia,88,0,0,High
C6902,Foreign Subsidiary,47,33.96,0.89,8,4699254,42,373067550,169034908,0.39,EU,80,1,5,High
C6903,Private,48,33.8,0.08,6,3865167,29,283524085,86185462,2.6,North America,85,0,0,High
C6904,Foreign Subsidiary,46,11.77,0.61,4,1110005,73,248486073,133650218,1.94,North America,91,0,2,High
C6905,Private,53,26.76,0.86,8,855787,81,166181898,4263650,1.6,Asia,85,1,2,High
C6906,Foreign Subsidiary,67,20.92,0.92,6,2885353,34,997963080,101201625,3.61,Middle East,55,0,1,High
C6907,Public,41,11.44,0.01,1,373482,33,104760394,38050830,1.76,North America,86,0,2,High
C6908,Public,96,10.85,0.37,3,3935121,30,987682502,46034206,0.22,EU,87,0,3,High
C6909,Foreign Subsidiary,82,7.43,0.26,3,4160866,74,580616740,18479381,1.15,South America,66,0,3,High
C6910,Private,47,28.87,0.57,4,3205853,37,75832197,167292337,1.53,Asia,44,0,1,High
C6911,Foreign Subsidiary,52,14.74,0.63,8,791012,45,386916189,173631482,0.99,South America,52,0,3,High
C6912,Private,60,30.71,1.0,2,3941002,66,97698204,125952442,3.84,Asia,76,1,6,High
C6913,Foreign Subsidiary,86,23.25,0.51,5,878595,59,527177758,197838777,3.07,Asia,80,0,1,Medium
C6914,Private,67,25.21,0.55,4,211300,62,682642710,100252043,3.49,EU,60,0,0,Medium
C6915,Public,74,13.75,0.41,9,3606386,84,14197900,59528320,2.75,North America,59,0,1,High
C6916,Foreign Subsidiary,62,18.72,0.15,7,1850891,22,70174645,7783812,3.44,Middle East,74,0,2,High
C6917,Public,85,17.37,0.3,4,3494510,38,487667940,39008626,3.6,North America,42,0,3,High
C6918,Public,54,12.07,0.25,7,1273783,30,758961419,90332712,3.82,South America,36,0,1,High
C6919,Foreign Subsidiary,41,29.98,0.8,2,907013,72,297237228,175962227,3.91,North America,59,0,1,High
C6920,Foreign Subsidiary,90,23.66,0.55,4,1891232,33,714618513,51889275,1.45,South America,34,0,3,High
C6921,Private,51,6.12,0.3,4,981422,63,489044796,67656503,1.28,Middle East,71,0,1,High
C6922,Private,96,29.6,0.49,7,746529,70,614020866,71450444,3.64,Middle East,51,0,3,Medium
C6923,Public,91,8.18,0.22,12,1009735,51,771759599,53581787,4.92,Asia,51,0,3,High
C6924,Private,75,17.11,0.19,5,4521999,62,549380387,63171369,3.65,North America,94,0,2,High
C6925,Private,42,22.14,0.86,3,758863,52,803244212,20792471,2.58,EU,51,1,3,High
C6926,Foreign Subsidiary,44,5.23,0.94,5,3455859,25,223940624,61946458,1.6,EU,37,0,3,High
C6927,Private,42,24.59,0.08,1,3550291,49,199018057,7208049,0.75,Middle East,46,0,1,High
C6928,Public,96,24.79,0.76,5,4280953,49,76101580,81266078,2.95,Middle East,77,0,2,High
C6929,Private,86,24.58,0.45,3,4945722,25,793344379,167459207,0.51,South America,56,0,0,High
C6930,Public,58,9.9,0.39,6,133821,89,237897821,111536092,4.64,North America,92,1,0,High
C6931,Foreign Subsidiary,41,12.67,0.69,3,1649089,21,294844343,115071173,0.41,South America,43,0,5,High
C6932,Public,83,12.42,0.27,3,448914,21,245761115,14263807,0.76,Asia,34,0,0,Medium
C6933,Private,76,33.8,0.02,6,2924220,29,314492886,117719175,3.82,North America,71,1,2,High
C6934,Foreign Subsidiary,93,7.03,0.21,3,3593153,80,946503428,192902269,4.45,Middle East,97,0,2,High
C6935,Private,56,17.86,0.18,6,1302001,20,119752816,188661078,0.99,Middle East,50,0,1,High
C6936,Foreign Subsidiary,53,31.14,0.03,7,2739481,53,993152221,131145130,0.36,North America,54,0,2,High
C6937,Foreign Subsidiary,67,28.08,0.32,6,1219858,55,664370184,187796716,0.76,Asia,49,0,1,High
C6938,Private,66,29.67,0.47,2,4013549,59,224922017,61232089,3.6,South America,72,0,3,High
C6939,Private,93,34.17,0.74,6,621439,39,148029615,30530588,4.46,Asia,61,0,3,Medium
C6940,Foreign Subsidiary,49,16.62,0.33,5,4388144,75,977005401,125135430,3.61,EU,30,0,0,High
C6941,Foreign Subsidiary,42,14.29,0.19,3,1100783,36,882396347,150791215,1.89,North America,46,1,2,High
C6942,Private,75,5.92,0.23,7,3003634,79,274466960,49651133,3.06,Middle East,67,0,2,High
C6943,Public,77,9.5,0.89,4,1352400,58,237940449,88392492,2.6,EU,70,0,4,High
C6944,Private,95,21.86,0.2,7,882772,24,734654851,23796119,2.65,Asia,40,1,1,High
C6945,Foreign Subsidiary,64,9.73,0.88,7,2454819,84,668088717,44711035,4.15,Asia,85,0,4,High
C6946,Private,61,27.09,0.45,6,840475,37,517113921,58379923,4.78,Middle East,94,0,3,Medium
C6947,Public,87,6.12,0.93,2,3534944,88,924356207,19346818,4.45,EU,74,0,2,High
C6948,Private,78,12.78,0.41,5,938440,81,921662853,76214417,3.82,Asia,41,0,5,Medium
C6949,Foreign Subsidiary,86,25.86,0.18,5,1968855,33,672315703,114598869,2.34,South America,89,1,2,High
C6950,Private,69,12.67,0.55,6,2023967,26,410803464,114828822,1.27,South America,41,0,0,High
C6951,Foreign Subsidiary,60,26.86,0.59,6,2461782,36,502173399,199929777,1.94,South America,89,1,3,High
C6952,Foreign Subsidiary,69,34.88,0.64,9,431435,32,824781005,176611793,4.34,EU,36,1,3,High
C6953,Private,67,28.91,0.41,4,1426757,43,441485450,132519484,0.14,Middle East,35,1,6,High
C6954,Foreign Subsidiary,70,15.26,0.05,1,464068,82,435476903,91943410,1.67,North America,64,0,2,Medium
C6955,Foreign Subsidiary,96,32.02,0.63,4,3225166,31,197401752,124261283,2.49,South America,30,0,0,High
C6956,Public,91,6.54,0.93,6,2401823,37,134331997,93226015,0.3,Middle East,69,0,5,High
C6957,Public,65,26.75,0.96,8,3326137,42,233218327,154159838,0.61,Asia,69,0,1,High
C6958,Public,82,5.7,0.6,5,4964927,41,403371745,107515459,3.57,North America,54,0,2,High
C6959,Public,61,10.24,0.02,5,3535003,44,759681494,148912563,4.72,Asia,36,0,4,High
C6960,Foreign Subsidiary,60,34.63,0.11,9,808306,63,989847826,37169458,3.41,EU,85,0,3,Medium
C6961,Private,40,15.83,0.83,3,2919264,44,905651072,3791814,1.25,EU,62,0,0,High
C6962,Foreign Subsidiary,76,29.61,0.83,7,3844039,40,750005902,89377574,1.56,EU,30,1,1,High
C6963,Foreign Subsidiary,52,16.28,0.95,7,4369615,48,427447865,24723859,3.07,Middle East,52,0,2,High
C6964,Foreign Subsidiary,60,30.2,0.56,2,142198,79,558708904,163344236,4.93,Asia,36,0,0,Medium
C6965,Private,85,33.96,0.86,5,252383,27,550302903,30194560,3.3,EU,83,0,2,Medium
C6966,Public,48,18.07,0.82,6,1872684,24,357588717,39962524,0.51,EU,58,0,4,High
C6967,Foreign Subsidiary,56,21.78,0.59,3,3305612,85,276782717,74912285,0.95,EU,99,0,0,High
C6968,Foreign Subsidiary,86,23.86,0.78,6,818233,71,600676725,79195649,3.59,Asia,38,1,2,High
C6969,Public,60,33.05,0.13,7,3451082,42,410526927,61855107,3.74,EU,49,0,3,High
C6970,Foreign Subsidiary,70,12.7,0.64,5,803535,21,300951291,149363457,0.48,North America,88,0,1,Medium
C6971,Private,78,23.34,0.95,4,2847052,68,98626721,31470464,2.93,Asia,76,0,1,High
C6972,Foreign Subsidiary,98,14.74,0.16,3,2438454,59,395281962,149865912,4.12,EU,87,1,3,High
C6973,Foreign Subsidiary,93,11.51,0.74,3,2349094,80,439426560,92230773,1.04,Asia,98,0,2,High
C6974,Public,61,7.55,0.32,2,1549245,50,33004245,185151402,3.56,South America,47,0,2,High
C6975,Foreign Subsidiary,51,23.62,0.82,3,925660,26,478297588,155845856,2.12,North America,35,0,3,High
C6976,Foreign Subsidiary,94,31.46,0.7,3,2042683,44,112027201,143969349,3.31,Asia,32,0,2,High
C6977,Private,45,15.54,0.93,4,3247087,77,688676976,148366459,2.84,North America,81,1,1,High
C6978,Public,92,21.58,0.71,4,696386,80,968135372,132738680,4.7,Middle East,90,0,3,Medium
C6979,Public,55,24.26,0.41,8,4831123,33,192870626,23016367,0.87,EU,62,0,2,High
C6980,Private,65,17.44,0.01,4,526468,25,364335444,166187726,1.14,Middle East,49,0,1,Medium
C6981,Foreign Subsidiary,44,32.1,0.79,7,48038,42,861948520,122847400,0.97,Middle East,97,0,0,High
C6982,Public,48,15.88,0.41,5,1975894,55,726502791,91159213,3.53,Middle East,79,0,4,High
C6983,Public,85,8.75,0.67,3,1479678,86,480415708,115932980,1.0,Asia,59,0,0,High
C6984,Foreign Subsidiary,79,9.32,0.11,4,2539587,64,910141485,126657481,2.13,North America,46,0,0,High
C6985,Foreign Subsidiary,53,31.73,0.89,9,680808,63,266240648,49841204,4.44,EU,60,1,2,High
C6986,Public,83,34.64,0.44,5,397408,28,306555252,98602593,1.46,Asia,43,0,1,Medium
C6987,Foreign Subsidiary,81,13.67,0.92,10,25049,88,448346563,106523314,0.83,EU,62,0,3,Medium
C6988,Public,69,9.31,0.71,6,3074837,31,166418946,47071283,2.71,North America,76,0,2,High
C6989,Foreign Subsidiary,91,19.47,0.12,7,321605,84,655137970,105690402,3.31,Middle East,85,0,1,Medium
C6990,Foreign Subsidiary,91,26.29,0.58,2,51934,75,685338282,103276482,2.53,South America,43,0,3,Low
C6991,Private,65,23.37,0.91,4,3499314,40,18231619,53709426,2.78,EU,58,0,1,High
C6992,Foreign Subsidiary,92,33.53,0.8,2,4240195,81,585755546,62051502,1.04,Asia,35,0,0,High
C6993,Private,84,29.53,0.42,4,3853500,40,33243236,148071345,1.54,Middle East,53,1,1,High
C6994,Foreign Subsidiary,68,31.07,0.96,4,1858735,21,88682413,89755829,3.33,EU,57,0,1,High
C6995,Public,58,21.25,0.27,3,4991284,27,348253369,23876696,4.05,Asia,85,0,1,High
C6996,Public,86,14.82,0.38,0,4041062,31,765903645,69910524,1.87,EU,32,0,0,High
C6997,Foreign Subsidiary,47,26.05,0.75,2,28885,41,581323022,87749210,3.58,South America,33,0,4,High
C6998,Foreign Subsidiary,62,18.17,0.23,10,2248190,68,316105935,136111194,1.07,Asia,67,0,1,High
C6999,Public,92,13.63,0.52,4,3581990,28,320145051,43290160,1.56,Asia,61,0,2,High
C7000,Foreign Subsidiary,81,9.57,0.73,4,3756836,63,261280246,120086570,0.13,Asia,83,0,1,High
C7001,Private,74,20.84,0.64,5,1435710,57,506981643,38019233,1.18,North America,89,0,0,High
C7002,Private,70,22.83,0.16,9,1260982,22,983836952,168673449,3.83,EU,71,1,2,High
C7003,Private,92,22.06,0.63,4,1464590,87,955551579,13001102,0.52,North America,77,0,3,High
C7004,Private,74,8.5,0.57,3,4178642,21,287113658,57260533,0.48,EU,79,0,2,High
C7005,Private,71,22.1,0.56,10,584777,22,295826299,75894064,3.23,South America,87,0,3,Medium
C7006,Foreign Subsidiary,97,10.05,0.83,10,3166909,34,23778099,27254350,2.55,EU,66,0,2,High
C7007,Foreign Subsidiary,44,24.91,0.18,3,1118833,69,263847092,62746125,3.9,Middle East,86,0,3,High
C7008,Private,55,17.88,0.75,7,1023085,45,296780852,132455318,2.02,South America,52,0,3,High
C7009,Foreign Subsidiary,56,30.46,0.76,4,1998769,27,70808237,38002658,2.85,Asia,93,0,1,High
C7010,Foreign Subsidiary,71,28.35,0.72,2,2805672,72,168363459,198179781,4.71,Asia,83,0,5,High
C7011,Private,77,26.73,0.51,4,4889660,24,246539682,77598875,4.36,South America,60,0,3,High
C7012,Foreign Subsidiary,97,26.02,0.4,11,4849819,65,348809446,89415733,3.05,North America,73,0,1,High
C7013,Foreign Subsidiary,71,21.81,0.39,4,4041961,58,981235076,36907144,2.45,Asia,85,0,1,High
C7014,Foreign Subsidiary,91,6.83,0.73,5,4432038,51,939506232,49260290,0.34,EU,33,0,1,High
C7015,Private,59,24.66,0.5,3,1495008,79,989407568,83595039,2.68,Asia,63,0,4,High
C7016,Foreign Subsidiary,87,19.01,0.34,5,263482,36,564636126,161020713,2.4,Asia,70,0,2,Medium
C7017,Public,95,19.09,0.63,7,4298816,42,410744395,58864630,4.66,EU,74,1,3,High
C7018,Public,41,16.37,0.84,0,3708270,76,22449059,169454014,2.08,Asia,94,0,2,High
C7019,Private,59,32.87,0.06,5,752256,63,910327454,52924076,3.15,EU,43,1,1,High
C7020,Public,86,12.48,0.97,9,2736247,64,861897546,167934127,4.58,Asia,92,0,3,High
C7021,Private,57,14.5,0.1,3,3566573,67,631340781,62507075,1.05,Middle East,39,0,1,High
C7022,Public,40,33.89,0.51,2,3142444,34,799295718,25329660,1.94,EU,63,0,4,High
C7023,Public,97,29.3,0.56,6,2823600,57,889489885,126444534,1.89,Asia,81,0,3,High
C7024,Public,68,5.42,0.14,5,596749,27,64038623,197941483,1.49,North America,92,0,5,High
C7025,Private,68,32.18,0.92,4,4826178,65,362450695,190205763,4.33,Middle East,90,0,3,High
C7026,Private,58,11.8,0.47,4,323229,58,914432265,68383375,3.44,Middle East,85,0,1,High
